id,comment,offensive_label,link_post,rationales_annotator1,rationales_annotator2
1502,Esse BANDIDO LADRÃO...NUNCA era.pra ter sido solto...pois um VAGABUNDO DESSE NÃO TEM CAPACIDADE DE TOMAR CONTA NEM DE UM GALINHEIRO... IMAGINA DE UM PAIS. ACORDA BRASIL...NOSSA BANDEIRA É VERDE E AMARELA... NÃO VERMELHA DO COMUNISMO. 🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷💓💓💓🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷,1,https://www.instagram.com/p/B42JqHMFyiu/,BANDIDO LADRÃO; NUNCA era pra ter sido solto; VAGABUNDO DESSE NÃO TEM CAPACIDADE DE TOMAR CONTA NEM DE UM GALINHEIRO; VERMELHA DO COMUNISMO,Esse BANDIDO LADRÃO; um VAGABUNDO DESSE; NÃO TEM CAPACIDADE DE TOMAR CONTA NEM DE UM GALINHEIRO IMAGINA DE UM PAIS;
1503,Esse lixo é nocivo a paz e a saúde de nossa nação,1,https://www.instagram.com/p/B42JqHMFyiu/,Esse lixo é nocivo a paz e a saúde de nossa nação,Esse lixo;
1504,Bradileiros acordem contra os comunistas,1,https://www.instagram.com/p/B42JqHMFyiu/,Bradileiros acordem contra os comunistas,os comunistas
1505,Tem que prender esse sujeito,1,https://www.instagram.com/p/B42JqHMFyiu/,Tem que prender esse sujeito,Tem que prender esse sujeito;
1506,Desgraçado este Luladrão..mas aqui não é o Chile..e a maioria do povo é BOLSONARO,1,https://www.instagram.com/p/B42JqHMFyiu/,Desgraçado este Luladrão,Desgraçado; Luladrão;
1507,Luladrão é o encardido! Esse cara é insuportável e não desiste! Louco! Ridículo!,1,https://www.instagram.com/p/B42JqHMFyiu/,Luladrão é o encardido; Esse cara é insuportável e não desiste; Louco; Ridículo,Luladrão é encardido; Esse cara é insuportável e não desiste; Louco; Ridículo;
1508,"deixar esse indivíduo solto ele pensa q pode falar oq ele quer recole ele atrás das grades e não de mais liberdade,Moro esta esperando oq ?",1,https://www.instagram.com/p/B42JqHMFyiu/,pensa q pode falar oq ele quer recole ele atrás das grades e não de mais liberdade,deixar esse indivíduo solto ele pensa q pode falar oq ele quer recole ele atrás das grades e não de mais liberdade;
1509,Bandido porque te tiraram da cadeia? Volta pra lá já ###,1,https://www.instagram.com/p/B42JqHMFyiu/,Bandido porque te tiraram da cadeia? Volta pra lá já,Bandido;
1510,Deixa estes ladrão solto só pode dar em baderna,1,https://www.instagram.com/p/B42JqHMFyiu/,Deixa estes ladrão solto só pode dar em baderna,baderna; ladrão;
1511,Não dê força pra esse demônio! Tem que cair no esquecimento!,1,https://www.instagram.com/p/B42JqHMFyiu/,Não dê força pra esse demônio,Não dê força pra esse demônio; Tem que cair no esquecimento;
1512,"Você precisa e voltar para cadeia para que povo onrrado concerto o país que você derrui sim temo que seguir o exzemplo do povo da Bolívia te expulsar do país, embusteiros de merda kkk",1,https://www.instagram.com/p/B42JqHMFyiu/,"voltar para cadeia; país que você derrui; te expulsar do país, embusteiros de merda",embusteiros de merda; te expulsar do país;
1513,"Vamos varrer o PT do nosso país. Estamos juntos nessa querra, nosso país jamais será uma Venezuela.",1,https://www.instagram.com/p/B42JqHMFyiu/,Vamos varrer o PT do nosso país; nosso país jamais será uma Venezuela,Vamos varrer o PT do nosso país;
1514,Tem que prender esse maluco,1,https://www.instagram.com/p/B42JqHMFyiu/,Tem que prender esse maluco,Tem que prender esse maluco;
1515,58 milhões de Brasileiros votou em Bolsonaro e esse bandido se acha dono desse país,1,https://www.instagram.com/p/B42JqHMFyiu/,bandido se acha dono desse país,esse bandido se acha dono desse país;
1516,Tem que jogar esse lixo de volta para a cadeia,1,https://www.instagram.com/p/B42JqHMFyiu/,jogar esse lixo de volta para a cadeia,Tem que jogar esse lixo de volta para a cadeia;
1517,"Vamos continuar lutando pra defender nosso país contra esses bandidos,bom este vídeo 👏👏👏👏",1,https://www.instagram.com/p/B42JqHMFyiu/,Vamos continuar lutando pra defender nosso país contra esses bandidos,bandidos;
1518,"E você está mais do que provado que nunca foi Prezidente e o chefe de uma faquicao criminosso Reubou, matou, daquio o país inteiro, vai casar sapos mas por favor devolva todo nosso dinheiro que vocês saquearam destruiu-o 🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷d🇧🇷🇧🇷🙏🙏🙏👏",1,https://www.instagram.com/p/B42JqHMFyiu/,"chefe de uma faquicao criminosso Reubou, matou, daquio o país inteiro; devolva todo nosso dinheiro que vocês saquearam ",chefe de uma faquicao criminosso; vai casar sapos; devolva todo nosso dinheiro;
1519,LSN NESSA CORJA DE VAGABUNDOS,1,https://www.instagram.com/p/B42JqHMFyiu/,NESSA CORJA DE VAGABUNDOS,CORJA DE VAGABUNDOS
1520,"@lee_eid olha esse vídeo, desse vagabundo, o que a esquerda quer para nosso país!! Gostaria muito que visse, não seja enganada 😘",1,https://www.instagram.com/p/B42JqHMFyiu/,"vagabundo, o que a esquerda quer para nosso país",vagabundo;
1521,"Rapaz um ladrão vagabundo, sem moral desse, lixo falando uma coisa dessa do MORO HOMEM DIGNP E HONRADO!!",1,https://www.instagram.com/p/B42JqHMFyiu/,um ladrão; vagabundo; sem moral; lixo,um ladrão; vagabundo; sem moral; lixo falando uma coisa dessa;
1522,Meu Deus!! Isso já é motivo de sobra para esse verme voltar para a jaula!,1,https://www.instagram.com/p/B42JqHMFyiu/,Isso já é motivo de sobra para esse verme voltar para a jaula,voltar para a jaula; esse verme;
1523,"Esse trevoso saiu da cadeia só para estigar o ódio ,a revolta e o caus no Brasil,mas não conseguirá,Deus no comando do nosso presidente 🙏🇧🇷🇧🇷🇧🇷🇧🇷",1,https://www.instagram.com/p/B42JqHMFyiu/,"Esse trevoso saiu da cadeia só para estigar o ódio ,a revolta e o caus no Brasil","Esse trevoso; para estigar o ódio, a revolta e o caus no Brasil; "
1524,Podridão não tem limites com esse pessoal ligado ao BOLSOASNO.,1,https://www.instagram.com/p/B4dWN3rgBNx/,Podridão não tem limites com esse pessoal ligado ao BOLSOASNO,Podridão; BOLSOASNO;
1525,Já estou levantado capeta,1,https://www.instagram.com/p/B4dWN3rgBNx/,Já estou levantado capeta,capeta
1526,O grupo pra fazer você ir pra o iferno,1,https://www.instagram.com/p/B4dWN3rgBNx/,fazer você ir pra o iferno,O grupo pra fazer você ir pra o iferno;
1527,Bandido gay enrustido! Pedófilo de merda!,1,https://www.instagram.com/p/B4dWN3rgBNx/,Bandido gay enrustido; Pedófilo de merda,Bandido gay enrustido; Pedófilo de merda;
1528,"Nesse desgoverno, eitores do Bozo terão que defender o indefensável ...",1,https://www.instagram.com/p/B4dWN3rgBNx/,"Nesse desgoverno, eitores do Bozo terão que defender o indefensável",Nesse desgoverno; eitores do Bozo;
1529,O deus desse ser sub-humano está em putrefação!,1,https://www.instagram.com/p/B4dWN3rgBNx/,O deus desse ser sub-humano está em putrefação,O deus desse ser sub-humano está em putrefação;
1530,Só os cvcardes combinam com esse expediente!,1,https://www.instagram.com/p/B4dWN3rgBNx/,Só os cvcardes,os cvcardes;
1531,Tropa virtual...Que comédia essa esquerda 😂😂😂,1,https://www.instagram.com/p/B4dWN3rgBNx/,Que comédia essa esquerda,Tropa virtual; Que comédia essa esquerda;
1532,"De um lado um burro, do outro um palhaço rindo pq vcs serão taxados 😂",1,https://www.instagram.com/p/Cy56zeNLzPE/,burro; palhaço,burro; palhaço;
1533,Vergonha falso profeta...políticos bandidos..,1,https://www.instagram.com/p/B4dWN3rgBNx/,Vergonha falso profeta; políticos bandidos,Vergonha falso profeta; políticos bandidos;
1534,"Marquinho que parece gostar do verbo ""espancar"", mmm?",1,https://www.instagram.com/p/B4dWN3rgBNx/,"parece gostar do verbo ""espancar""","que parece gostar do verbo ""espancar"""
1535,Esse pastor é um RATO!,1,https://www.instagram.com/p/B4dWN3rgBNx/,Esse pastor é um RATO,Esse pastor é um RATO;
1536,Sepulcro caiado😈,1,https://www.instagram.com/p/B4dWN3rgBNx/,Sepulcro caiado,Sepulcro caiado;
1537,E se diz pastor um endomoniado desse.,1,https://www.instagram.com/p/B4dWN3rgBNx/,se diz pastor um endomoniado desse,E se diz pastor um endomoniado desse;
1538,Esse Feliciano é um sujo carniceiro!,1,https://www.instagram.com/p/B4dWN3rgBNx/,Esse Feliciano é um sujo carniceiro,sujo carniceiro;
1539,Um homem de Deus que nem o diabo quer .,1,https://www.instagram.com/p/B4dWN3rgBNx/,Um homem de Deus que nem o diabo quer,Um homem de Deus que nem o diabo quer;
1540,Pastor mequetrefe que incentiva a violência....só fala asneira....vá trabalhar.....gosta de aparecer.,1,https://www.instagram.com/p/B4dWN3rgBNx/,Pastor mequetrefe que incentiva a violência; só fala asneira; vá trabalhar; gosta de aparecer,mequetrefe; só fala asneira; vá trabalhar; gosta de aparecer;
1541,Lixo ou melhor chorume do lixo bosonarista,1,https://www.instagram.com/p/B4dWN3rgBNx/,Lixo ou melhor chorume do lixo bosonarista,Lixo ou melhor chorume do lixo bosonarista;
1542,Essa bancada é do ☠️👹👺,1,https://www.instagram.com/p/B4dWN3rgBNx/,Essa bancada é do ☠️👹👺,Essa bancada é do demônio
1543,Coloca o satã no caminho desse pastor Feliciano bandido.,1,https://www.instagram.com/p/B4dWN3rgBNx/,Coloca o satã no caminho desse pastor; bandido,Coloca o satã no caminho desse pastor;
1544,Que vergonha! Esse senhor envergonha o evangelho de Cristo!,1,https://www.instagram.com/p/B4dWN3rgBNx/,Esse senhor envergonha o evangelho de Cristo,Esse senhor envergonha o evangelho de Cristo;
1545,Típico fariseu!,1,https://www.instagram.com/p/B4dWN3rgBNx/,Típico fariseu,Típico fariseu;
1546,A cara dele é de demônio,1,https://www.instagram.com/p/B4dWN3rgBNx/,A cara dele é de demônio,A cara dele é de demônio;
1547,Pastor do demo,1,https://www.instagram.com/p/B4dWN3rgBNx/,Pastor do demo,Pastor do demo;
1548,Meu Deus!o homem que fala de Jesus? que hipócrita.,1,https://www.instagram.com/p/B4dWN3rgBNx/,que hipócrita,que hipócrita;
1549,Não sei como esse cara nao foi preso ainda,1,https://www.instagram.com/p/B4dWN3rgBNx/,Não sei como esse cara nao foi preso ainda,Não sei como esse cara nao foi preso ainda;
1550,"Essa tal pastor, que se diz deputado é muito baixo, ridículo.",1,https://www.instagram.com/p/B4dWN3rgBNx/,"Essa tal pastor; muito baixo, ridículo",muito baixo; ridículo;
1551,Esse é um falso moralista pasator de satã.,1,https://www.instagram.com/p/B4dWN3rgBNx/,falso moralista pasator de satã,falso moralista; pasator de satã;
1552,quem tem que baixar a bola e tu Demoníaco...esse deserto de ideias que vc chama cabeça deve estar a serviço do bem de seus eleitores não convocando milícias das profunda dos infernos!,1,https://www.instagram.com/p/B4dWN3rgBNx/,falso moralista pasator de satã,Demoníaco; convocando milícias das profunda dos infernos;
1553,"CAPIROTO cansado de derrotas resolveu atacar fantasiado na pele de ""líderes religiosos"", infiltrado em Igrejas frequentadas por gente de fé e do bem, em sua maioria. Vejam quanta pregação de ódio, ira, maldades, luxúria e apego ao dinheiro (só falam em dinheiro!) sai da boca dessa gente. E agora temos o CAPETA ELETRÔNICO por meio do rádio, da TV, do Twitter, do Facebook, do Instagram, do WhatsApp, Fake News! Belzebu, Lúcifer e Leviatã são amadores perto deles!",1,https://www.instagram.com/p/B4dWN3rgBNx/,"CAPIROTO; cansado de derrotas; atacar fantasiado na pele de ""líderes religiosos""; pregação de ódio, ira, maldades, luxúria e apego ao dinheiro; CAPETA ELETRÔNICO; Belzebu, Lúcifer e Leviatã são amadores perto deles","CAPIROTO; CAPETA ELETRÔNICO; Belzebu, Lúcifer e Leviatã são amadores perto deles; "
1554,Pastor do inferno,1,https://www.instagram.com/p/B4dWN3rgBNx/,Pastor do inferno,Pastor do inferno;
1555,Pastor miliciano🙌,1,https://www.instagram.com/p/B4dWN3rgBNx/,Pastor miliciano,Pastor miliciano;
1556,O chamado crente do demônio né,1,https://www.instagram.com/p/B4dWN3rgBNx/,O chamado crente do demônio né,O chamado crente do demônio né;
1557,Bandidagem pura,1,https://www.instagram.com/p/B4dWN3rgBNx/,Bandidagem pura,Bandidagem pura
1558,"""E o petê?"" - desfoca o gado.",1,https://www.instagram.com/p/B4dWN3rgBNx/,desfoca o gado,gado;
1559,"Mais é muito safado uma criatura deste , se eu fosse evangélica pedia o pastor para expulsar este indivíduo, nunca vi uma pessoa que se diz de Deus, pregar a discórdia,.. quem pega o dinheiro público e colocar nos dentes para ter sorriso congate , enquanto muitos pobres passando fome , este indivíduo não tá nem aí , imagine o que ele seja , "" covarde''",1,https://www.instagram.com/p/B4dWN3rgBNx/,"muito safado uma criatura deste; expulsar este indivíduo; nunca vi uma pessoa que se diz de Deus, pregar a discórdia; pega o dinheiro público e colocar nos dentes; este indivíduo não tá nem aí; covarde",covarde; muito safado uma criatura deste;
1560,Falso profeta....Isso eu sempre soube...Nunca gostei da tua cara.,1,https://www.instagram.com/p/B4dWN3rgBNx/,Falso profeta; Nunca gostei da tua cara,Falso profeta;
1561,Tenho pavor desse cara,1,https://www.instagram.com/p/B4dWN3rgBNx/,Tenho pavor desse cara,Tenho pavor desse cara;
1562,Falou o representante de Cristo no congresso! - mequetrefe do caralho!,1,https://www.instagram.com/p/B4dWN3rgBNx/,mequetrefe do caralho,mequetrefe do caralho;
1563,Palavriado e atitudes bem adequadas a um pastor. Jagunço cafajeste!,1,https://www.instagram.com/p/B4dWN3rgBNx/,Palavriado e atitudes bem adequadas a um pastor; Jagunço cafajeste,Jagunço cafajeste;
1564,Pastorzinho de meia tijela!,1,https://www.instagram.com/p/B4dWN3rgBNx/,Pastorzinho de meia tijela,Pastorzinho de meia tijela;
1565,Jesus só serve na hora de tirar dinheiro dos incautos,1,https://www.instagram.com/p/B4dWN3rgBNx/,Jesus só serve na hora de tirar dinheiro dos incautos,Jesus só serve na hora de tirar dinheiro dos incautos;
1566,@yurikairos_ vagabunda e se diz pastor tem nem vergonha,1,https://www.instagram.com/p/B4dWN3rgBNx/,vagabunda; se diz pastor; tem nem vergonha,vagabunda; e se diz pastor; tem nem vergonha;
1567,Assustador. Demoníaco.,1,https://www.instagram.com/p/B4dWN3rgBNx/,Assustador; Demoníaco,Assustador; Demoníaco;
1568,"Aqui na Bahia se chama ""CRENTE DO CU QUENTE""",1,https://www.instagram.com/p/B4dWN3rgBNx/,CRENTE DO CU QUENTE,CRENTE DO CU QUENTE;
1569,Que do Cara do mal. !!!!,1,https://www.instagram.com/p/B4dWN3rgBNx/,Que do Cara do mal,Que do Cara do mal;
1570,Bancada evangélica.... kkkkk A bandidagem mora lá,1,https://www.instagram.com/p/B4dWN3rgBNx/,A bandidagem mora lá,bandidagem mora lá;
1571,"E esse bandido se diz pastor, sujeito baixo esse! 🤮🤮",1,https://www.instagram.com/p/B4dWN3rgBNx/,"esse bandido se diz pastor, sujeito baixo esse",sujeito baixo esse
1572,"Em público diz aleluia, amém, etc. No privado falam em espancamento virtual. A hipocrisia desses falsos cristãos é de doer nos ossos.",1,https://www.instagram.com/p/B4dWN3rgBNx/,falam em espancamento virtual; A hipocrisia desses falsos cristãos é de doer nos ossos,A hipocrisia desses falsos cristãos é de doer nos ossos;
1573,Odeio esse lixo.... Que o Universo se encarregue de espanca-lo ... sem ninguém precisar tocar...#marcosfelicianoseulixo,1,https://www.instagram.com/p/B4dWN3rgBNx/,Odeio esse lixo; Que o Universo se encarregue de espanca-lo; #marcosfelicianoseulixo,Odeio esse lixo; #marcosfelicianoseulixo; Que o Universo se encarregue de espanca-lo ... sem ninguém precisar tocar;
1574,Pastor de hienas 🤮,1,https://www.instagram.com/p/B4dWN3rgBNx/,Pastor de hienas,Pastor de hienas;
1575,Olha aí os cristãos. Deveriam lavar a boca com sabão atestado de falar em Cristo,1,https://www.instagram.com/p/B4dWN3rgBNx/,Deveriam lavar a boca com sabão atestado de falar em Cristo,Deveriam lavar a boca com sabão atestado de falar em Cristo;
1576,E falam tanto em Deus....e assim vão enganando o povo. Hipócritas. Criaturas das trevas.,1,https://www.instagram.com/p/B4dWN3rgBNx/,assim vão enganando o povo; Hipócritas; Criaturas das trevas,Criaturas das trevas; Hipócritas;
1577,Ainda bem que Deus ta vendo o que ele prega e faz. Espero que ao menos no inferno ele coma muita bosta fervendo. Ser do diabo. (Não sou pastor...posso desejar mal pra caralho...👊😎👊),1,https://www.instagram.com/p/B4dWN3rgBNx/,Espero que ao menos no inferno ele coma muita bosta fervendo; Ser do diabo; posso desejar mal pra caralho,Espero que ao menos no inferno ele coma muita bosta fervendo; Ser do diabo; .posso desejar mal pra caralho;
1578,Bicha enrustida!!!,1,https://www.instagram.com/p/B4dWN3rgBNx/,Bicha enrustida,Bicha enrustida;
1579,So lixo usando a bíblia e a palavra de Deus. Esse pavão misterioso não se emenda. Jurista???,1,https://www.instagram.com/p/B4dWN3rgBNx/,So lixo usando a bíblia e a palavra de Deus,So lixo; Esse pavão misterioso não se emenda;
1580,#Forafeliciano e sua tropa virtual.🏴,1,https://www.instagram.com/p/B4dWN3rgBNx/,#Forafeliciano e sua tropa virtual,#Forafeliciano
1581,Nunca acreditei na integridade desse homem. Cheio de falso moralismo!,1,https://www.instagram.com/p/B4dWN3rgBNx/,Nunca acreditei na integridade desse homem; Cheio de falso moralismo,Cheio de falso moralismo
